"Zhmak","Kirilenko"
"Tseng","CGU"
"holland","England"
"B Levin","USA"
"Chmurski","Poland"
"De Falco","TC PARIOLI ANGELINI"
"BESSIS T","LAVAZZA"
"Gur","Kolata"
"Strul","Strul"
"Winestock","Chan"
"Barbosa","Brum"
"Dyakov","BULGARIA"
"Oja","Druva"
"Eduardo","JEOVANI"
"ANWAR","WEST SUMATRA"
"Mrs. Senio","Team 2"
" Bates","Lynch (npc)"
"NANEV Ivan","Bulgaria"
"Bian JS","Pu Dong"
"Li J","China Red"
"Ponomareva","Russia"
"Izisel","IZISEL"
"REYNOLDS P","AUSTRALIA"
"D. Sacul","DKI Jaya"
"VROSTIS V","FANTONAKIS"
"TOBING","INDONESIA"
"Chauvelot","Polytech"
"Sharkey","Ireland"
"KOWALSKI","Tuszynski"
"J.Hantos","Venezuela"
"Austberg","Hauge"
"b rastogi","Pankaj Mehta"
"de Pagter","Team 2"
"Versace","Tennis Club Parioli"
"J Holland","England"
"MILNER","Milner"
"Palmer Ric","Scerri"
"MEYER","France"
"B Short","Scotland"
"Matushko","Avalanche"
"Waseen","Slaveykov.bg"
"Yen","Chinese Taipei"
"L. Kirawat","Thailand"
"Zielinski","Team2"
"KIRMSE. A","GERMANY"
"MAVRIKOU I","SYKIOTI"
"BIONDO","LANCIANO"
"Silverston","President's Team"
"P Marston","Noble"
"Nunes","ANGELINI TCP - BOVE"
"Weinstein","USA"
"Li XY","Shouchuang"
"Kurbalija","Republic of Ireland"
"Bhabesh Sa","Trambak Rubber"
"Sapounakis","Fantonakis"
"Armstrong","Armstrong"
"Colbert","Thurston"
"Harada","Naito"
"Karpov","Your name?"
"P. Kushari","DHAMPUR SUGAR MILLS"
"Kolata","Kolata"
"Liran I","ISR"
"N-Ron Sch","Team 1"
"Versace","Angelini TCP Bove"
"Jaworski","WALDI"
"Muller","Orange 2"
"Helgemo","NORWAY"
"Vozabal","Czech Rep"
"T Burke","Courtney"
"KANDEMIR","GEZI"
"Nickell","NICKELL"
"Krupowicz","Araszkiewicz"
"Gromova","AVALANCHE"
"Lian Yong","Pudong Pufa"
"RYBNIKOV","UKRAINE"
"MOURITSEN","Faroe_Islands"
"Ershov","Team 1"
"FREDDIO","PESCARA BRIDGE"
"Balicki","Gladysh"
"Hollands","Australian Youth"
"Bell","Byrne"
"Hassett","England"
"Michielsen","Netherlands Red U25"
"Palau JJ","FRA"
"Blakset","Denmark"
"DEMUY","USA2"
"Fredin","Fredin"
"Marston","Australia"
"Sementa","Team Assael"
"Rigney ","CBAI"
"G. Saina","Saina"
"B MULLER","NETHERLANDS"
"Courtney ","Wyer"
"AZZAM","El Rabwa Club"
"Masoero","Nobel - Primavera"
"Chambers","Goldberg"
"Wang LS","Jin Fu"
"DONDE","South Africa"
"NADAR Kira","INDIA"
"Frances_At","Spain"
"RERHAYE Ab","MOROCCO"
"Aloi","CHAGAS"
"WLADOW","GERMANY"
"P Gosney","LEIBOWITZ"
"PAZ","PORTUGAL"
"Zeiher","Bolognini"
"Krishnan","Wellknit"
"Mesbur","Holders (ROI)"
"EATON","CANADA"
"VELECKY","Slovakia"
"HARTLEY","England"
"KALISH Avi","Israel"
"A.Robson","Allfrey"
"Ze Barbosa","Camacho"
"Lalanne","Itin du bridge"
"KOLATA Sul","TURKEY"
"Griffin","bernstein"
"Kalita","Warsaw I"
"Hanlon","CBAI"
"FAILLA","VILLA FABBRICHE"
"Schollakd","TEAM ORANGE"
"Connolly","N.Ireland"
"Wladow","Germany"
"Baldursson J","ICE"
"Gardner","Wales"
"T. MASOOD","Pakistan"
"MEYERS","USA 1"
"Xie Z B","Sichuan"
"Sadek","Katz"
"Castanheira","PORTUGAL"
"UPMARK","BK LAVEC"
"Cornell ","Lebowitz"
"Baarseth","SINGSAAS"
"Hirst","Wales"
"welland","Welland"
"CHAMBERS","USA1"
"L Cohen","USA"
"Sanbornshu","USA 2"
"ZANASI","C.LO TENNIS PALERMO"
"R Wang","Shenzhen"
"Kulovic S","CRO"
"Stigleltn","Austria"
"A Sementa","Italy"
"Dawson","Dawson"
"Cakic","Split"
"Wei Yu","Huochetou"
"Liu CQ","Qiao Yi Tang"
"CAMPANILE","VARENNE"
"B. Vriend","Netherlands"
"ARTS ","BARRACUDA"
"Zulfikri","Kepri"
"OLIVIERI","ITALY"
"Meckstroth","Baze"
"Tom Hanlon","Europe"
" Dubinin","POLAND/RUSSIA"
"Ed Jones","Byrne"
"Fu Z","China"
"PGoodman","Wales"
"Bergheimer","Lasserre"
"R.MARSAL","Germany"
"Davis","Ireland"
"GIERULSKY","POLAND"
"Brklacic","Croatia"
"Hamman","USA 2"
"Gold","NEDUK"
"Baroni","RE - FORNACIARI"
"NADIM Tare","EGYPT"
"Sandqvist","ENGLAND"
"Lev.S","England"
"SCHALTZ","DENMARK"
"FALLENIUS","Henner-Welland"
"Brunner","ENGLAND"
"M Zaytoun","Egypt"
"Riantini","Indonesia"
"A.DUBININ","Russia"
"De Roos D","BEL"
"Del'Monte","Marston"
"Sh. Naguib","Wadi Degla Club"
"Sprung","Mancuso"
"F BROWN","ENGLAND"
"Rimstedt C","Sweden"
"Olech","KUJAWA"
"P.Hackett","Europe"
"DAHAN","MOROCCO"
"Coyne","Rep of Ireland"
"Kasle","Ventin"
"Gu ZH","Pu Dong Club"
"VERBEEK","NED AUT"
"Diego","D'Orsi - Chagas"
"Torielli","Romana BR"
"Mcgann","Ireland"
"Pedersen","Denmark"
"Foster","Canada"
"T.Nunn","Rothfield"
"F.Weber","BC Darmstadt Alert"
"Imakura","JAPAN YOI"
"Schifko M","Austria"
"Schulz","AUSTRIA"
"bessis m","IZISEL"
"Nunes","Angelini-TC Parioli"
"T.Azharsya","ACEH"
"HACKETT","ENGLAND"
"Kolesnik","Kolesnik"
"GUPTA","INDIA"
"T Bakkeren","BC 't Onstein 2"
"WU","CHINA"
"WARE","NEW ZEALAND"
"S Cohen","Eisenberg"
"Rigney","Eire"
"Kristina W","Central Java"
"Hobart","CANADA"
"Kaku","TAKA"
"Noldy A G","Geologi Timah A"
"WESTERBEEK","COCA JOJA"
"Schollaar","Team Orange"
"Hu LL","Hua Yuan Club"
"MANAS MUKA","Shree Cement"
"Whitman","Baze"
"West","Pakistan"
"SANDQVIST.","ENGLAND"
"Bakhshi","Hackett"
"Haugen","FJORDS OF NORWAY"
"Hou Xu","Lin Rong Qiang"
"Eggeling","Germany"
"Mouritsen","Faroe Islands"
"Kontos","Efthimiou"
"Wold","Gordon"
"Eidi","Lebanon"
"PALMER","NEW ZEALAND"
"Tunyaset","Thailand"
"SKRZYPCZAK","CSTO - POLAND"
"Rosenberg","Fleisher "
"Ferlazzo","FIGB 2"
"teramoto","TAJIMA"
"KAMTO","CENTRAL JAVA"
"Zimmermann","Monaco"
"Apteker","Apteker"
"KORZUN","Belarus"
"McGANN","IRELAND"
"POIZAT","France"
"Chen Guohu","GZ Orange Team"
"HackettJas","Europe"
"Gudkov A.","GUDKOV"
"Mazurkiewi","MAZURKIEWICZ"
"Nyberg C","Finland"
"A Nikitina","Russia"
"Grainger","Hollman"
"NIEMEIJER","NETHERLANDS"
"Brock","England"
"Jokisch","Germany"
"Dwyer","WILSON"
"Yates","Yates"
"Ash","Scotland"
"Juan Ventin","Ventin"
"Vargas I","BRAZIL"
"Ponomarev","RUSSIA"
"Fisher","Emody Gila"
"KALITA","ERA"
"ORLOV S","SILVER EAGLE"
"Kowalski A","Poland"
"Milner","Beauchamp"
"P.SUGANDI","WEST JAVA"
"Saccavini ","ITALY"
"Lund","Heimdal"
"WILLENKEN ","USA"
"E Gladysh","Russia"
"zucchini","San Marino"
"Kopecky ","Czech Rep"
"J.M.Shah","Chennai Online"
"Lazar","Meyouhas"
"De Wijs","BC 't Onstein"
"Mondigir","Bank Mandiri Dist X"
"Gordon","GORDON"
"ZACK","BEREKET"
"V Manoppo","West Java"
"Christy","Indonesia"
"Takahashi","JAPAN Yamada"
"Kalita","Bridge 24"
"Tobing","Syabas Gabrial-UI"
"Rajkr","X-Men"
"HL WANG","CHINA"
"Alan Sze","China Hong Kong"
"Nisbet","Canada"
"Willenken C","Pavlicek"
"Elahmadi","EGYPT"
"Parpar","Geologi Timah"
"Bentzen B","Norway"
"JANSMA","NETHERLANDS"
"M WILKINSO","AUSTRALIA"
"Westra","Netherlands"
"KHVEN","Russia"
"FRIEDLANDE","ISRAEL EIDI"
"","PARIOLI - ITALY"
"Zhong Fu","China SMEG"
"Di Bello S","ITA"
"Gula","AWAY"
"Becker","SCHWARTZ"
"GROMOV","Bessis"
"Lowry","NIreland"
"ASKOK GOEL","Dhampur Sugar Mills"
"Whibley","MILNE"
"POPOV","BULGARIA"
"Meyers","Usa"
"Sokolow","MOSS"
"Krasnossel","Kirilenko"
"Hammon","Nickell"
"Kirchhoff E"," Netherlands"
"PONOMAREVA","RUSSIA"
"DRIJVER","NETH. RED"
"S GUPTA","FORMIDABLES"
"Sun GQ","Nong Fa Hang"
"HUANG","CANADA"
"Puczynski ","DWORAN"
"BOSENBERG","South Africa"
"DRIJVER","Russia"
"SESTER S","ESTONIA"
"De Donder","BCOB"
"KRANYAK","USA1"
"West","MELTZER"
"Rau","Rocafort"
"Cooper","Cooper"
"Edgtton","Hung"
"Buras.K","POLAND"
"Khokhlov","Russia"
"BREWIAK","Poland"
"Cuccorese","SG del Sannio"
"Berger","Cayne"
"Farstad","Norway"
"WASIK","Spain"
"Pulga","Lucignano-V.Fabbr."
"einarsson","Iceland"
"Passell","Sherman npc"
"Zhengjun","Evertrust"
"PECCI","SAN MARINO"
"Zhou JH","Pu Dong Pu Fa"
"Potier ","Potier"
"Levy","France"
"Shi RY","Taiwan Deppo"
"Rigaud","Beauvillain"
"Mauberquez","DUTILLOY"
"Adamson","Scotland"
"P. Lakatos","Gamax"
"Rotcc90","Dead Pig Nerds"
"LANZAROTT","Gr.Sp.Ass. Allegra"
"P. Livings","New Zealand"
"Kwiecien","COMPUTERLAN"
"DYKE","Sydney 6"
"Gromoeller","BAMBERGER REITER"
"Pollack","Berkowitz"
"G.Yilmaz","Turkey"
"MECKSTROTH","USA 2"
"P Munandar","Mitra"
"MANTCHEV","BULGARIA"
"BOCCHI","ALLEGRA "
"Bizon","Poland"
"C.Balicki","Sweden"
"Petrunin A.","Russia"
"Tanaka","JAPAN Shy Ant"
"Magnis","Bergheimer"
"C.W. Wong","Singapore"
"Martel","Meltzer"
"Pachtman","ISRAEL"
"Zia","Fleisher"
"CHEEK","O'ROURKE"
"Liu","Wu"
"Mouser","Cohen"
"Banno","JAPAN"
"D'Arcy","Wellington"
"M SUN","CHINA"
"Freeman","USA"
"Gromov","Russia"
"Fan RY","Qing Gong"
"FISCHER","VITAS"
"Gaviard J","BESSIS"
"EINARSSON","Iceland"
"AZHAR","SENGKOL LOMBOK"
"PASKE.T","England"
"LUTOSTANSK","Araszkiewicz"
"Lipuzic D","Slovenia"
"LIN R Q","Beijing Xin Yuan"
"Evans","Wales"
"Burger","Quinn"
"Li Xin","Sichuan"
"Sementa","Italy II"
"TUSZYNSKI","MAZURKIEWICZ"
"Jokisch","Salokin"
"Marimon","Almirall"
"M Lima","Miguel Lima"
"Kang Meng","Beijing Capital"
"GUY","Scotland"
"F Nystrom","Sweden"
"Budi M P","BANTEN"
"Van Zwol W","NET"
"Wang YW","Cai Fu Zheng Quan "
"FLEISHER","Bramley"
"Kowalski","Fredin"
"SIMPSON Co","ENGLAND"
"Angelini","TC PARIOLI ANGELINI"
"Vuleta","BiH"
"TOLJA","Slovenia"
" M","Campos"
"SESYILMAZ","DINOS"
"Mondigir","Banteng Selatan"
"DUBININ","GRNC - RUSSIA"
"G. Nyaradi","6L"
"Gao Fei","Lu Cheng"
"M.POPLILOV","DHONDY"
"GARNER","Lee"
"Kaye","Team 2"
"Jacobs","USA I"
"Fukuda S","Japan"
"Kholomeev","Lazy"
"Saelensmin","Strul"
"Bjoernlund","SWEDEN"
"Stuurman","Delft"
"LusjeBojoh","Indonesia"
"Wolpert","L"Ecuyer"
"Haojun","China Blue"
"Shen Gang","Dongfang Tairong"
"Wang","Wu"
"H. DHONDY","DHONDY"
"Protonotar","Greece"
"SCHWARTZ","Israel Juniors"
"Vahaboglu","Turkey"
"Salomaa","JuuTools"
"Zhou XQ","Jiang Su"
"LASSABERG","FAROE ISLANDS"
"Liu Jun","Jiangsu"
"ZWOL","NETHERLANDS"
"KIRBY","CBAI"
"SZILAGYI L","HUNGARY GAMAX"
"TICA","Bosnia"
"Petrovic","Croatia"
"Dong YL","Huayuan"
"Sumampouw","West Java"
"Nawrocki","Warsaw 1"
"PACHTMAN","BESSIS"
"Helgemo","Zimmermann"
"Jiang Tong","Zhongjian"
"LEVY Alain","Alain LEVY"
"Dewar","Canterbury"
"MULLER ","CROATIA"
"igla","Poland"
"OLIVIERI","Italy"
"O'ROURKE","O'Rourke"
"HLALL","Milner"
"Kierznowsk","MRAGOVIA"
"Watulinga","Indonesia"
"SEBBANE","France"
"Forrrester","Allfrey"
"Thompson","Jacobs"
"Paul C","Debonaire"
"Neill B","Australia"
"Dousse","4 TREFLES 1"
"Manolas","Roussos"
"Tuszynski","Team 2"
"RODWELL","USA 2"
"Ohno","JAPAN Yamada"
"STEINER","STEINER"
"DE ROOS S","BARRACUDA"
"sontag","Meltzer"
"M. HISHMAT","Egypt"
"Herbst","Israel"
"BALDURSSON","Iceland"
"Nawrocki","Warsaw I"
"Ogihara","Umisen Yamasen"
"Bridge Baron 18","Bridge Baron"
"Olivieri","CALANDRA"
"Oliveira","Manuel Oliveira"
"Coyle","President's Team"
"PALMER","USA2"
"Levinger","ISRAEL"
"JANSONS ","SMILGAJS"
"Imakura","JAPAN - YOI"
"Stretz","Lasserre"
"Yu ZH","Hubei Dongfeng"
"Ekeblad","Sherman npc"
"AA","Heimdal BK"
"Compton","Jacobs"
"Winkler G","Hungary"
"Tusa","d'Orsi"
"Dhondy H","Dhondy"
"Haraldsson","Iceland"
"E. Rossi","Brasil"
"GERSTMAN","Carmichael"
"IVAN","Kabra"
"Gupta","INDIA"
"Espen","The Skilled"
"BROGELAND Boye","NORWAY"
"Dennis T","Sulut Perjuangan"
"HANSEN","HAUGE"
"LANTARON L","Spain"
"GAWRYS","RUCH -POLAND"
"FORNASARI","ARGENTINA"
"Le Lin","Jian Hua"
"B.  Durcic","Serbia"
"POLLACK","Narasimhan"
"PIGOT","CBAI"
"SAHA","India"
"NYSTROM Fredrik","SWEDEN"
"Kelder","BC Star"
"Chen Dawei","Japan"
"Sung Kyung","KOREA Happy Bridge"
"Bocchi","Norby"
"Maillard","Gerber"
"Briciu","PYTON"
"P.Brum","Branco"
"Wreczycki","WINCIOREK"
"Ciechomski","SARNIAK"
"CLAIR","PADOVA BR. S.S."
"Czyzowicz","CANADA"
"Malarme","Gaviard"
"B Folkard","Watts"
"Onstott","Onstott"
"Coldea","Romania"
"Helmich","NETHERLANDS B"
"Cao ZH","Wellwiss"
"Bessis T","BESSIS"
"S SIMONSEN","NORWAY"
"WEISCHEL","Meltzer"
"Sementa","Eisenberg"
"Payen B.","PAYEN"
"FENG","CHINA"
"MARASHEV","BULGARIA"
"SWANSON Pa","USA 1"
"Zipovski","SERBIA"
"K BAUM","Griffey"
"Sakul","Indonesia"
"Primavera","TEAM BLU"
"Nie WP","Beijing Shouchuang"
"poizat","LEENHARDT"
"Stoklasek","Lancia"
"GU","China"
"FAILLA G.","VILLA FABBRICHE"
"B BROGELAN","TROLL"
"C. S. Ma","GuangZhou"
"B Bloom","Marston"
"Stuurman","NS"
"sun ming","CHINA"
"Liu Chen","Heng Yuan Xiang"
"DeLivera","Thomson"
"Machno","Oze Ckis"
"PIEDRA","RIBITAS"
"Fan","Chinese Taipei"
"Igla","NS"
"Baldursson Jon","Iceland"
"Ju.Hackett","Fharon"
"Adams","Cole"
"ChenYilun","Wu Xiao Bing"
"Karamoy","Ind Bhineka"
"Arief M","DiY"
" S Weinste","Katz"
"Kotorowi",""
"Alan Sze","Hong Kong"
"Dessain","Great Britain"
"Gierulski","NATIONAL"
"PIEKAREK","BAMBERGER "
"SIVELIND","SWEDEN"
"Mahmood","USA1"
"Valabregue","LEVY"
"Spodenkiew","KOZIKOWSKI"
"Marciano","Geologi Timah C"
"P_Bertheau","Sweden"
"Chmurski B","DWORAN"
"Groetheim","Norway"
"T.ASBI","DKI JAYA"
"C Draper","Team 1"
"Dyke","OzOne-Neill"
"Charlsen","Hordaland 2"
"F. Brondum","NC- Denmark"
"Pszczola J","DWORAN"
"MCGANN","Ireland"
"J.M.Shah","TexanAces"
"Hugh McGann","Ireland"
"Dechelette","Mejane"
"Townsend","Townsend"
"GOLD  D","GROSS"
"Touil","Tunisia"
"Edy","Bisma Semarang"
"CHEMLA","ZALENSKI"
"TSONCHEV","Bulgaria"
"Weichsel","EKEBLAD"
"BOCCHI","ITALY"
"Versace","ITALY II"
"Shao ZJ","Dongfang Tairong"
"Skrzypczak","GIERULSKI"
"T. Bessis","HOME"
"lauria","TC PARIOLI ITA"
"Subir","Shree Cement"
"Korzun","Belarus"
"Goodman P","Wales"
"HINDEN","England"
"P BRUM","P BRUM"
"Stansby","Fleisher"
"A.Khare","SUNIL MACHAR"
"Danailov","Bulgaria"
"Korkut","Turkey"
"Bramley","MELTZER"
"Creet","ACT"
"","USA"
"Wu SJ","Jing Fan "
"Deas","BAKER"
"Zia","Antoniou"
"D.Wolpert","Canada"
"Rosen","Rosen"
"Jason Hack","Hackett"
"achen","NTOU"
"Smith","CANADA"
"Radohleb","Team 2"
"BERTOLUCCI","ITALY"
"Rosenberg","USA1"
"Lien","WILSON"
"Jones","Rosen "
"THORPE","CANADA"
"Nanev","Vito"
"Haughie","Haughie"
"Shi Zhengj","Ambassdor"
"SEMENTA","ALLEGRA"
"Senk M","Slovenia"
"Garvey","Mesbur"
"TUNDAL Ulf","CHINESE TAIPEI"
"Rosenberg","Henner-Welland"
"Hanlon","Team Grue"
" duboin G.","LAVAZZA"
"Cichocki","POLAND"
"J Sikora","POLAND"
"Giubilo","ANGELINI - BOVE"
"P.Sridhar","Chennai Online"
"RON","BK LAVEC"
"Zimmerman","Monaco"
"Hristov","BULGARIA"
"Zhuravel","ERIC"
"van Prooijen","Team Orange"
"JLinstedt","Lindstedt"
"Muller B","Netherlands"
"Balicki C","Bulgaria"
"Piganeau","FRANCE"
"MONDIGIR","NORTH CELEBES"
"YAMADA A","JAPAN"
"Peter Y.","Buddies"
"Bompis","Blumental"
"Trendafilov","Bulgaria"
"Giove","SBARIGIA"
"Sawon M","Indonesia (Sulut)"
"Montin","USA"
"Best","Wales"
"Zotos L","GRE"
"Buratti","Siena"
"HIRATA Mak","JAPAN"
"Szegedi","Szalay"
"Bertheau","BERTHEAU"
" N Bocchi","Europe"
"Jagniewski","UNIA LESZNO"
"Scepanovic","NIKO"
"Meltzer","USA 2"
"KHOKHLOV Y","RUSSIA"
"G.Bintoro","SOUTH SULAWESI"
"Martel","USA1"
"HAMDAM N","MANO"
"miyakuni","NAITO"
"N_Smith","ENGLAND"
"Brogeland","Schwartz"
"LAURIA","Angelini Bridge Tea"
"Michaud-La","Michaud-Lariviere"
"Bogen","Norway A"
"RUBINS","LATVIA"
"Pazur","TEAM 1"
"Sementa","I Parioli"
"Delfino","DELFINO"
"Caspersen","Denmark"
"Mullamphy","HAUGHIE"
"N.B.Saha","Pankaj Kapadia"
"Arlovich","Team 2"
"Kvam","Norway"
"Narkiewicz","Araszkiewicz"
"Gonca","MILADY"
"KAHYAOGLOU","TURKEY"
"S_Krzeszow","PIAST"
"SENIOR Nev","ENGLAND"
"SADEK","Egypt"
"Hampson","USA II"
"Murray-Whi","Lusk"
"Creet","Creet"
"WK Lai","AIA"
"Y. Liao","China Hongkong"
"RAJU","Radhey"
"LO PRESTI","PALMA - VILLA FABB."
"Midskog","Sweden"
"Zhang Qian","Gong Hang Jin Ying"
"Leventritt","USA"
"Dennis","Sulut Perjuangan"
"Mohr","Faroe_Islands"
"SHEN Chih-Kuo","CHI TAIPEI"
"Smith","Spector"
"TOTARO","PADOVA BR. S.S."
"Wolfson","USA2"
"Drijver","Team 2"
"Wilkinson T","Scotland"
"Szegedi B","HUN"
"V TODI","SHREE CEMENT"
"Helen Snas","VIC"
"Stefanov","BULGARIA"
"KWIECIEN","BURAS"
"Hayden G","Baze"
"Macura","Czech Republic U25"
"East","Norsu"
"Fantoni","Angelini-TC Parioli"
"Lindop","Rayner"
"Taufik A","Mitra Buana"
"SIMON","AUSTRIA"
"Yokoi","Australia"
"Fitzgerald","Republic of Ireland"
"Homonnay","GAMAX"
"V. MIHOV","Bulgaria"
"Heeres Tim","Delft"
"Oliveira","Portugal"
"K.HIKMAT","WEST JAVA"
"Dong YL","Beijing Ladies"
"SASSELLI","RIBITAS"
"Shawn Hsia","Chinese Taipei"
"Onishuk","Buaigh"
"Sylvan J","Sweden"
"WOLFF","USA 1"
"GARNER Steve","USA 1"
"Michael Kwiecien","Altschuler"
"GERSTMAN","KASLE"
"Stansby","EKEBLAD"
"A. Sementa","Italy Lavazza"
"XIN","China"
"NEVE","Belgium"
"Ohrysko","Leaders"
"MacDougall","Team 1"
"Levin","USA"
"Reistad","NORWAY B"
"J.H.","Nan-Yuan"
"VIVES","FRANCE"
"K.F. Mak","Hong Kong"
"ARASZKIEWI","ARASZKIEWICZ"
"Lu Jun","Tai Cang"
"Antas","POLAND"
"A.Kaplan","USA RED"
"Priatna","West Java"
"J Pasman","Netherlands"
"Kalebic","Split"
"BILDE","DENMARK"
"L BAKER","Baker"
"Wolff","ONSTOTT"
"Schaltz M","SCHALTZ - DENMARK "
"Brogeland ","Erichsen"
"Pedersen","BK 83 Slagelse"
"Brewiak","Team 2"
"Pavlicek R","Pavlicek"
"BURAS","Araszkiewicz"
"Kielczewsk","POLAND SENIORS"
"Hampson","USA 2"
"D YADLIN","KALISH"
"Velichkov","Stara Zagora"
"Ponomareva","Avalanche"
"D PODDAR","Poddar Developers"
"Ratkovik","Macedonia"
"I. Grumm","Austria"
"Hanayama","JAPAN HANA"
"NAGY","AUSTRALIA"
"O'Neill","Republic of Ireland"
"Pilon","Zaleski NPC"
"Caponi C","Contact "
"Scalamogna","RIOLO"
"FRITSCHE","Germany"
"DRAPER","ENGLAND"
"M. INO","Japan"
"Yuen","ALERTPLUS"
"Duong Hong","Switzerland"
"McQuaker","Scotland"
"Ramondt","Netherlands"
"East","Tallinn"
"Prescott","NOBLE"
"Dessain","England U20"
"Zejun","CHINA"
"Jeremy Fou","Chubukov"
"Platnick","DIAMOND"
"Levin","ISRAEL"
"Zucchini","San Marino"
"Gold","Forrester"
"Yeni","Gabrial UI"
"East","JACOBS"
"B JONSSON","ICELAND"
"Naber","Estonia"
"SOLHEIM","MIXEN NORWAY"
"T.VERBEEK","NETH. BLUE"
"VORSTER","SOUTH AFRICA"
"Moss","Team Grue"
"KAKU","JAPAN"
"Sacul ","DKI Jaya"
"Stubb","Asparagus"
"Duboin","ITALIA"
"Private","EKEBLAD"
"Schaltz D","DEN"
"WRECZYCKI","HOME"
"D.Kazmucha","Poland"
"Kupnicki","SAKURA"
"Simons","NETHERLAND"
"TEZ","Kapadokya"
"Hayashi","HANA"
"TRANMER","Northern Ireland"
"DAS BADAL","C V RAO"
"Krochmalik","Australia"
"Berkowitz","Schwartz"
"Nikolenkov","Contact "
"Nielsen La","Arhus"
"Arnth'son","Iceland"
"BRENNER","CAPRERA"
"Rohrberg","Blakset"
"MEDUSHEUSK","BELARUS"
"Herbst O.","Israel"
"Wu","Wu"
"Kwiecien","Team2"
"arnolds.c","NETHERLANDS"
"Bao XD","Sheng Tao Sha"
"M.Kang","Beijing Trinergy"
"Yilmaz","Turkey"
"ELHIAUTOUT","Rau"
"Krishnakum","Venkatesh"
"kentnewbie","NTOU"
"Bertens","Vriend"
"Lauria","Angelini BT-TCP"
"GREEN.B","ENGLAND"
"Amaral","Camacho"
"Madala","Italy I"
"MILES","CANADA"
"Tomasz Got","GOTARD"
"Volhejn","Blondie"
"Karwur","Indonesian Open"
"SHI Haojun","CHINA SMEG"
"Soloway","USA1"
"Becker","Eisenberg"
"Buchlev","Karlsruher BSC"
"Figueiredo","Mane"
"Balicki","COMPUTERLAN"
"Brightling","Robinson"
"Renouard","De Monval"
"NUNES","MONACO Z"
"Suri","Tricks"
"Macskasy","Hungary"
"Bakhshi","Rosen"
"D'Ovidio","Payen"
"Mello","Chagas"
"Asaoka","SKOTII"
"CAMPOS","BRAZIL"
"F. Beale","Australia Ladies"
"R Anderson","North Ire"
"Stefanov","Batman"
"Pilon","BOMPIS"
"Terje Aa","Norway"
"Amoedo","Chagas"
"Wang XJ","Jin Ying Club"
"Neves","Fernando Matos"
"Balicki","AZS PWr Sygnity"
"Schroor","VIC"
"B. MULLER","The Netherlands"
"karakolev","Bulgaria"
"Piekarek","Team Assael"
"Miro","JEOVANI"
"W Mooney","Mooney"
"COLDEA","Romania"
"Bertello","DELFINO"
"Gaddi","San Marino"
"Maksymetz","Carmichael"
"AA","NORWAY"
"M.Bilde","Denmark"
"Wang WM","Shanghai Ling Mu"
"F.Piedra","Contact I"
"Paladino","PALADINO"
"JaHackett","England"
"H Liu","Weide"
"Oikonomo","Altinis"
"Guarino","POSILLIPO-Maglietta"
"Lasut H","Bhinneka"
"Sawiruddin","INDONESIA"
"J LEVIN","USA1"
"Kalita","Bridge24"
"PILCH","HOME"
"D_Kowalski","HOME"
"Roussos","Roussos"
"Balicki C.","REAL"
"Bilski","Noble Australia"
"Smith","Welland"
"Nystrom","Kamil"
"HRISTOV","Bulgaria"
"Auken","Zia"
"EISENSTEIN","DEMARTINO"
"A.Allfrey","Allfrey"
"Primavera","Nobel - Primavera"
"J.Bojoh","Indonesia"
"Leslie Dodds","Great Britain"
"ROMBAUT","France"
"MOLBERG","HEIMDAL BK"
"GOSHADZE","GEORGIA"
"Willemsens","Netherlands"
"Eide E","NOR"
"S. Hans","Doun Under"
"H. Bertens","Netherlands"
"Svobodova","Acol Praha"
"Kroejgaard","Denmark"
"Goded Federico","Spain"
"WOLFF","ROBINSON"
"Romanski J","Poland"
"JAGNIEWSKI","POLAND"
"Wilkinson","Lebowitz"
"Lowe","Norway"
"Roll","Israel"
"Ayako","NAITO"
"Mao Wei","Nong Fa Hang"
"JONES","WALES"
"Simon","AUSTRIA"
"Niekawa","Australia"
"MacDonald","Scotland"
"Wang YW","Sheng Tao Sha"
"B TODI","Shree Cement"
"De Tessie","Gaviard"
"Mandolang ","DKI JAKARTA"
"Silverstein .","Team 1"
"SMIRNOV","ISRMANY"
"Cohen","SCHWARTZ"
"ROSENBERG","APOLLOSOYUZ"
"BUDKIN","Budkin"
"Johnson","Queensland"
"Yiu","Hong Kong"
"R Klinger","HOFFMAN"
"BOBOLAKIS ","KARLAFTIS"
"Chen","Furuta"
"Mr. Wang","Wu"
"Chen Long ","Yalu Group"
"T Bessis","France"
"karamensis","Greece"
"Haffe","Miguel Sousa Guedes"
"Mahaffey","MAHAFFEY"
"Schollaard","MODALFA"
"Rogers","England U25"
"Helness","England/Norway"
"Yadlin","Emody Gila"
"TOMCANI","SLOVAKIA"
"PAOLUZI","ITALY"
"Sucharkiew","KLAPPER"
"P_CRONIER","FRANCE"
"HOLMAN","South Africa"
"Pazur B.","UNIA"
"Gaddi","RE - Fornaciari"
"George","South Jakarta"
"Sigurjonss","NC ICELAND"
"TAL","ISRAEL"
"KLUKOWSKI","POLAND"
"Van Eijck","Lombard 2"
"ADUT","TURKEY"
"Lasserre","FRANCE"
"West","GRENSIDE"
"pachtman","Israel"
"Bayusunu","Bisma Semarang"
"Leenhardt","Dechelette"
"DUTILLOY","DUTILLOY"
"Barel","Israel"
"MEYER","CRONIER"
"Zimmermann","France"
